#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    9.3567332e+03  1.1548224e+02
   3.000e+01    8.7809617e+03  1.1053225e+02
   1.000e+00    7.9124232e+03  1.0326724e+02
   2.700e+01    8.8056152e+03  1.1074214e+02
   2.000e+00    8.5812020e+03  1.0883851e+02
   2.400e+01    8.6558377e+03  1.0946983e+02
   3.000e+00    8.7087761e+03  1.0991870e+02
   2.100e+01    8.9570597e+03  1.1203575e+02
   4.000e+00    8.7199510e+03  1.1001358e+02
   1.800e+01    8.7650643e+03  1.1039699e+02
   5.000e+00    8.7414322e+03  1.1019606e+02
   1.500e+01    8.9167296e+03  1.1169057e+02
   6.000e+00    8.8828687e+03  1.1140115e+02
   1.200e+01    8.9702684e+03  1.1214890e+02
   7.000e+00    8.7462527e+03  1.1023702e+02
   1.000e+01    8.7031570e+03  1.0987102e+02
   8.000e+00    8.9187790e+03  1.1170810e+02
   4.000e+00    8.3665503e+03  1.0703317e+02
   1.000e+00    7.7247054e+03  1.0173327e+02
   2.700e+01    8.3509741e+03  1.0690278e+02
