#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    4.0377518e+04  4.4479450e+02
   3.000e+01    3.2253378e+04  3.9083247e+02
   1.000e+00    1.5553753e+04  3.0338384e+02
   2.800e+01    3.1511513e+04  3.8625890e+02
   2.000e+00    1.5495940e+04  3.0316032e+02
   2.600e+01    3.1401461e+04  3.8558918e+02
   3.000e+00    1.5868091e+04  3.0470757e+02
   2.400e+01    3.0592137e+04  3.8066502e+02
   4.000e+00    1.5139134e+04  3.0178838e+02
   2.200e+01    3.0556087e+04  3.8041596e+02
   5.000e+00    1.5643369e+04  3.0380346e+02
   2.000e+01    2.9120521e+04  3.7184761e+02
   6.000e+00    1.6199596e+04  3.0607275e+02
   1.800e+01    2.7982680e+04  3.6519267e+02
   7.000e+00    1.7070160e+04  3.0968890e+02
   1.600e+01    2.6870619e+04  3.5879497e+02
   8.000e+00    1.8383000e+04  3.1546067e+02
   1.400e+01    2.5624490e+04  3.5188505e+02
   9.000e+00    1.9919738e+04  3.2250380e+02
   1.300e+01    2.4889743e+04  3.4783747e+02
   1.000e+01    2.0736349e+04  3.2643060e+02
   1.200e+01    2.3327554e+04  3.3950411e+02
   1.100e+01    2.1958106e+04  3.3247122e+02
   2.000e+00    1.6060322e+04  3.0542558e+02
   2.800e+01    3.1743359e+04  3.8769356e+02
   8.000e+00    1.8152424e+04  3.1440344e+02
