#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    1.1447615e+04  9.7817164e+01
   3.000e+01    1.0345482e+04  9.3376689e+01
   1.000e+00    9.3082730e+03  8.9435220e+01
   2.700e+01    1.0603963e+04  9.4396022e+01
   2.000e+00    1.0110953e+04  9.2464180e+01
   2.400e+01    1.0521908e+04  9.4070912e+01
   3.000e+00    9.8704622e+03  9.1541083e+01
   2.100e+01    9.9657511e+03  9.1905291e+01
   4.000e+00    1.0057416e+04  9.2257565e+01
   1.800e+01    1.0334326e+04  9.3333008e+01
   5.000e+00    1.0151124e+04  9.2619626e+01
   1.500e+01    1.0357325e+04  9.3423080e+01
   6.000e+00    9.8763257e+03  9.1563436e+01
   1.200e+01    1.0392472e+04  9.3560940e+01
   7.000e+00    1.0287281e+04  9.3149124e+01
   1.000e+01    1.0403509e+04  9.3604289e+01
   8.000e+00    1.0601801e+04  9.4387442e+01
   4.000e+00    1.0026294e+04  9.2137746e+01
   1.000e+00    9.2410379e+03  8.9188427e+01
   2.700e+01    1.0443418e+04  9.3761243e+01
