#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    3.5591559e+04  1.8235601e+02
   3.000e+01    2.6840112e+04  1.7014877e+02
   1.000e+00    2.5137180e+04  1.6808772e+02
   2.700e+01    2.6793337e+04  1.7009070e+02
   2.000e+00    2.6337833e+04  1.6952946e+02
   2.400e+01    2.6972067e+04  1.7031303e+02
   3.000e+00    2.6445352e+04  1.6966124e+02
   2.100e+01    2.7169678e+04  1.7056023e+02
   4.000e+00    2.6447749e+04  1.6966418e+02
   1.800e+01    2.6927277e+04  1.7025720e+02
   5.000e+00    2.6600373e+04  1.6985200e+02
   1.500e+01    2.6952836e+04  1.7028905e+02
   6.000e+00    2.6727156e+04  1.7000868e+02
   1.200e+01    2.6942026e+04  1.7027558e+02
   7.000e+00    2.6838237e+04  1.7014644e+02
   1.000e+01    2.7156896e+04  1.7054420e+02
   8.000e+00    2.6672149e+04  1.6994063e+02
   4.000e+00    2.6273187e+04  1.6945044e+02
   1.000e+00    2.5158486e+04  1.6811283e+02
   2.700e+01    2.6962457e+04  1.7030105e+02
