#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    6.4968614e+04  1.9010383e+02
   3.000e+01    4.5664336e+04  1.7955626e+02
   1.000e+00    4.1132663e+04  1.7754537e+02
   2.700e+01    4.5631259e+04  1.7954091e+02
   2.000e+00    4.2098372e+04  1.7795814e+02
   2.400e+01    4.5642998e+04  1.7954636e+02
   3.000e+00    4.3443218e+04  1.7854726e+02
   2.100e+01    4.5932517e+04  1.7968110e+02
   4.000e+00    4.3770575e+04  1.7869316e+02
   1.800e+01    4.5501752e+04  1.7948090e+02
   5.000e+00    4.4962485e+04  1.7923261e+02
   1.500e+01    4.5367420e+04  1.7941880e+02
   6.000e+00    4.4835762e+04  1.7917465e+02
   1.200e+01    4.5834543e+04  1.7963542e+02
   7.000e+00    4.4882353e+04  1.7919594e+02
   1.000e+01    4.5589023e+04  1.7952132e+02
   8.000e+00    4.4816428e+04  1.7916581e+02
   4.000e+00    4.4145980e+04  1.7886168e+02
   1.000e+00    4.0792293e+04  1.7740195e+02
   2.700e+01    4.5448799e+04  1.7945640e+02
