#
#       Peak Name  Overlap_group
#          40N-HN              2
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   119.272     8.044
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1927107e+02  1.8854911e-04 
# w1(Hz)        1.3535722e+01  4.1326114e-02 
# g1            9.2426056e-01  1.4952177e-02 
# f02(ppm)      8.0437802e+00  2.4981252e-05 
# w2(Hz)        1.7956843e+01  6.1689546e-02 
# g2            5.0628177e-01  1.2616854e-02 
############################################
#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    4.7940040e+04  3.5764269e+02
   2.600e+01    2.7481754e+04  2.5109638e+02
   1.000e+00    2.0293008e+04  2.2114961e+02
   2.200e+01    2.6984109e+04  2.4888540e+02
   2.000e+00    2.0282910e+04  2.2115263e+02
   1.800e+01    2.6116390e+04  2.4512459e+02
   3.000e+00    2.0983722e+04  2.2381391e+02
   1.600e+01    2.5779010e+04  2.4359735e+02
   4.000e+00    2.1261484e+04  2.2491992e+02
   1.400e+01    2.5298037e+04  2.4152606e+02
   5.000e+00    2.1563731e+04  2.2612307e+02
   1.200e+01    2.4936370e+04  2.3995465e+02
   6.000e+00    2.1637713e+04  2.2641319e+02
   1.000e+01    2.3464846e+04  2.3382047e+02
   8.000e+00    2.2487236e+04  2.2979913e+02
   2.200e+01    2.7030981e+04  2.4909874e+02
   4.000e+00    2.0810240e+04  2.2320598e+02
