#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    6.2030494e+04  2.6440702e+02
   3.000e+01    5.7213058e+04  2.5974049e+02
   1.000e+00    5.6169764e+04  2.5876910e+02
   2.700e+01    5.7342432e+04  2.5986194e+02
   2.000e+00    5.6445644e+04  2.5902458e+02
   2.400e+01    5.7678701e+04  2.6017862e+02
   3.000e+00    5.7080862e+04  2.5961662e+02
   2.100e+01    5.7125812e+04  2.5965871e+02
   4.000e+00    5.6852291e+04  2.5940298e+02
   1.800e+01    5.7552548e+04  2.6005964e+02
   5.000e+00    5.7147717e+04  2.5967924e+02
   1.500e+01    5.7219630e+04  2.5974666e+02
   6.000e+00    5.7033466e+04  2.5957226e+02
   1.200e+01    5.7250223e+04  2.5977536e+02
   7.000e+00    5.6600346e+04  2.5916828e+02
   1.000e+01    5.7069783e+04  2.5960625e+02
   8.000e+00    5.7307416e+04  2.5982905e+02
   4.000e+00    5.6564814e+04  2.5913525e+02
   1.000e+00    5.6343022e+04  2.5892943e+02
   2.700e+01    5.7269856e+04  2.5979378e+02
